0	0	0	0
0.5	0.78125	7.8125e-07	1.5625e-06
1	1.5625	1.5625e-06	3.125e-06
1.5	2.34375	2.34375e-06	4.6875e-06
2	3.125	3.125e-06	6.25e-06
2.5	3.90625	3.90625e-06	7.8125e-06
3	4.6875	4.6875e-06	9.375e-06
3.5	5.46875	5.46875e-06	1.09375e-05
4	6.25	6.25e-06	1.25e-05
4.5	7.03125	7.03125e-06	1.40625e-05
5	7.8125	7.8125e-06	1.5625e-05
5.5	8.59375	8.59375e-06	1.71875e-05
6	9.375	9.375e-06	1.875e-05
6.5	10.15625	1.015625e-05	2.03125e-05
7	10.9375	1.09375e-05	2.1875e-05
7.5	11.71875	1.171875e-05	2.34375e-05
8	12.5	1.25e-05	2.5e-05
8.5	13.28125	1.328125e-05	2.65625e-05
9	14.0625	1.40625e-05	2.8125e-05
9.5	14.84375	1.484375e-05	2.96875e-05
10	15.625	1.5625e-05	3.125e-05
10.5	16.40625	1.640625e-05	3.28125e-05
11	17.1875	1.71875e-05	3.4375e-05
11.5	17.96875	1.796875e-05	3.59375e-05
12	18.75	1.875e-05	3.75e-05
12.5	19.53125	1.953125e-05	3.90625e-05
13	20.3125	2.03125e-05	4.0625e-05
13.5	21.09375	2.109375e-05	4.21875e-05
14	21.875	2.1875e-05	4.375e-05
14.5	22.65625	2.265625e-05	4.53125e-05
15	23.4375	2.34375e-05	4.6875e-05
15.5	24.21875	2.421875e-05	4.84375e-05
16	25	2.5e-05	5e-05
16.5	25.78125	2.578125e-05	5.15625e-05
17	26.5625	2.65625e-05	5.3125e-05
17.5	27.34375	2.734375e-05	5.46875e-05
18	28.125	2.8125e-05	5.625e-05
18.5	28.90625	2.890625e-05	5.78125e-05
19	29.6875	2.96875e-05	5.9375e-05
19.5	30.46875	3.046875e-05	6.09375e-05
20	31.25	3.125e-05	6.25e-05
20.5	32.03125	3.203125e-05	6.40625e-05
21	32.8125	3.28125e-05	6.5625e-05
21.5	33.59375	3.359375e-05	6.71875e-05
22	34.375	3.4375e-05	6.875e-05
22.5	35.15625	3.515625e-05	7.03125e-05
23	35.9375	3.59375e-05	7.1875e-05
23.5	36.71875	3.671875e-05	7.34375e-05
24	37.5	3.75e-05	7.5e-05
24.5	38.28125	3.828125e-05	7.65625e-05
25	39.0625	3.90625e-05	7.8125e-05
25.5	39.84375	3.984375e-05	7.96875e-05
26	40.625	4.0625e-05	8.125e-05
26.5	41.40625	4.140625e-05	8.28125e-05
27	42.1875	4.21875e-05	8.4375e-05
27.5	42.96875	4.296875e-05	8.59375e-05
28	43.75	4.375e-05	8.75e-05
28.5	44.53125	4.453125e-05	8.90625e-05
29	45.3125	4.53125e-05	9.0625e-05
29.5	46.09375	4.609375e-05	9.21875e-05
30	46.875	4.6875e-05	9.375e-05
30.5	47.65625	4.765625e-05	9.53125e-05
31	48.4375	4.84375e-05	9.6875e-05
31.5	49.21875	4.921875e-05	9.84375e-05
32	50	5e-05	0.0001
32.5	49.21875	4.921875e-05	9.84375e-05
33	48.4375	4.84375e-05	9.6875e-05
33.5	47.65625	4.765625e-05	9.53125e-05
34	46.875	4.6875e-05	9.375e-05
34.5	46.09375	4.609375e-05	9.21875e-05
35	45.3125	4.53125e-05	9.0625e-05
35.5	44.53125	4.453125e-05	8.90625e-05
36	43.75	4.375e-05	8.75e-05
36.5	42.96875	4.296875e-05	8.59375e-05
37	42.1875	4.21875e-05	8.4375e-05
37.5	41.40625	4.140625e-05	8.28125e-05
38	40.625	4.0625e-05	8.125e-05
38.5	39.84375	3.984375e-05	7.96875e-05
39	39.0625	3.90625e-05	7.8125e-05
39.5	38.28125	3.828125e-05	7.65625e-05
40	37.5	3.75e-05	7.5e-05
40.5	36.71875	3.671875e-05	7.34375e-05
41	35.9375	3.59375e-05	7.1875e-05
41.5	35.15625	3.515625e-05	7.03125e-05
42	34.375	3.4375e-05	6.875e-05
42.5	33.59375	3.359375e-05	6.71875e-05
43	32.8125	3.28125e-05	6.5625e-05
43.5	32.03125	3.203125e-05	6.40625e-05
44	31.25	3.125e-05	6.25e-05
44.5	30.46875	3.046875e-05	6.09375e-05
45	29.6875	2.96875e-05	5.9375e-05
45.5	28.90625	2.890625e-05	5.78125e-05
46	28.125	2.8125e-05	5.625e-05
46.5	27.34375	2.734375e-05	5.46875e-05
47	26.5625	2.65625e-05	5.3125e-05
47.5	25.78125	2.578125e-05	5.15625e-05
48	25	2.5e-05	5e-05
48.5	24.21875	2.421875e-05	4.84375e-05
49	23.4375	2.34375e-05	4.6875e-05
49.5	22.65625	2.265625e-05	4.53125e-05
50	21.875	2.1875e-05	4.375e-05
50.5	21.09375	2.109375e-05	4.21875e-05
51	20.3125	2.03125e-05	4.0625e-05
51.5	19.53125	1.953125e-05	3.90625e-05
52	18.75	1.875e-05	3.75e-05
52.5	17.96875	1.796875e-05	3.59375e-05
53	17.1875	1.71875e-05	3.4375e-05
53.5	16.40625	1.640625e-05	3.28125e-05
54	15.625	1.5625e-05	3.125e-05
54.5	14.84375	1.484375e-05	2.96875e-05
55	14.0625	1.40625e-05	2.8125e-05
55.5	13.28125	1.328125e-05	2.65625e-05
56	12.5	1.25e-05	2.5e-05
56.5	11.71875	1.171875e-05	2.34375e-05
57	10.9375	1.09375e-05	2.1875e-05
57.5	10.15625	1.015625e-05	2.03125e-05
58	9.375	9.375e-06	1.875e-05
58.5	8.59375	8.59375e-06	1.71875e-05
59	7.8125	7.8125e-06	1.5625e-05
59.5	7.03125	7.03125e-06	1.40625e-05
60	6.25	6.25e-06	1.25e-05
60.5	5.46875	5.46875e-06	1.09375e-05
61	4.6875	4.6875e-06	9.375e-06
61.5	3.90625	3.90625e-06	7.8125e-06
62	3.125	3.125e-06	6.25e-06
62.5	2.34375	2.34375e-06	4.6875e-06
63	1.5625	1.5625e-06	3.125e-06
63.5	0.78125	7.8125e-07	1.5625e-06
