p2sigma m2sigma msigma psigma zaxis mean
0.0 0.0 0.0 0.0 444.5 0.0
0.0 0.0 0.0 0.0 445.0 0.0
0.0 0.0 0.0 0.0 445.5 0.0
0.0 0.0 0.0 0.0 446.0 0.0
0.0 0.0 0.0 0.0 446.5 0.0
0.0 0.0 0.0 0.0 447.0 0.0
0.0 0.0 0.0 0.0 447.5 0.0
0.0 0.0 0.0 0.0 448.0 0.0
0.0 0.0 0.0 0.0 448.5 0.0
0.0 0.0 0.0 0.0 449.0 0.0
0.0 0.0 0.0 0.0 449.5 0.0
0.0 0.0 0.0 0.0 450.0 0.0
0.0 0.0 0.0 0.0 450.5 0.0
0.0 0.0 0.0 0.0 451.0 0.0
0.0 0.0 0.0 0.0 451.5 0.0
0.0 0.0 0.0 0.0 452.0 0.0
0.0 0.0 0.0 0.0 452.5 0.0
0.0 0.0 0.0 0.0 453.0 0.0
0.0 0.0 0.0 0.0 453.5 0.0
0.0 0.0 0.0 0.0 454.0 0.0
0.0 0.0 0.0 0.0 454.5 0.0
0.0 0.0 0.0 0.0 455.0 0.0
0.0 0.0 0.0 0.0 455.5 0.0
0.0 0.0 0.0 0.0 456.0 0.0
0.0 0.0 0.0 0.0 456.5 0.0
0.0 0.0 0.0 0.0 457.0 0.0
0.0 0.0 0.0 0.0 457.5 0.0
0.0 0.0 0.0 0.0 458.0 0.0
0.0 0.0 0.0 0.0 458.5 0.0
0.0 0.0 0.0 0.0 459.0 0.0
0.0 0.0 0.0 0.0 459.5 0.0
0.0 0.0 0.0 0.0 460.0 0.0
0.0 0.0 0.0 0.0 460.5 0.0
0.0 0.0 0.0 0.0 461.0 0.0
0.0 0.0 0.0 0.0 461.5 0.0
0.0 0.0 0.0 0.0 462.0 0.0
0.0 0.0 0.0 0.0 462.5 0.0
0.0 0.0 0.0 0.0 463.0 0.0
0.0 0.0 0.0 0.0 463.5 0.0
0.0 0.0 0.0 0.0 464.0 0.0
0.0 0.0 0.0 0.0 464.5 0.0
0.0 0.0 0.0 0.0 465.0 0.0
0.0 0.0 0.0 0.0 465.5 0.0
0.0 0.0 0.0 0.0 466.0 0.0
0.0 0.0 0.0 0.0 466.5 0.0
0.0 0.0 0.0 0.0 467.0 0.0
0.0 0.0 0.0 0.0 467.5 0.0
0.0 0.0 0.0 0.0 468.0 0.0
0.0 0.0 0.0 0.0 468.5 0.0
0.0 0.0 0.0 0.0 469.0 0.0
0.0 0.0 0.0 0.0 469.5 0.0
0.0 0.0 0.0 0.0 470.0 0.0
0.0 0.0 0.0 0.0 470.5 0.0
0.0 0.0 0.0 0.0 471.0 0.0
0.0 0.0 0.0 0.0 471.5 0.0
0.0 0.0 0.0 0.0 472.0 0.0
0.0 0.0 0.0 0.0 472.5 0.0
0.0 0.0 0.0 0.0 473.0 0.0
0.0 0.0 0.0 0.0 473.5 0.0
0.0 0.0 0.0 0.0 474.0 0.0
0.0 0.0 0.0 0.0 474.5 0.0
0.0 0.0 0.0 0.0 475.0 0.0
0.0 0.0 0.0 0.0 475.5 0.0
0.0 0.0 0.0 0.0 476.0 0.0
0.0 0.0 0.0 0.0 476.5 0.0
0.0 0.0 0.0 0.0 477.0 0.0
0.0 0.0 0.0 0.0 477.5 0.0
0.0 0.0 0.0 0.0 478.0 0.0
0.0 0.0 0.0 0.0 478.5 0.0
0.0 0.0 0.0 0.0 479.0 0.0
0.0 0.0 0.0 0.0 479.5 0.0
0.0 0.0 0.0 0.0 480.0 0.0
0.0 0.0 0.0 0.0 480.5 0.0
0.0 0.0 0.0 0.0 481.0 0.0
0.0 0.0 0.0 0.0 481.5 0.0
0.0 0.0 0.0 0.0 482.0 0.0
0.0 0.0 0.0 0.0 482.5 0.0
0.0 0.0 0.0 0.0 483.0 0.0
0.0 0.0 0.0 0.0 483.5 0.0
0.0 0.0 0.0 0.0 484.0 0.0
0.0 0.0 0.0 0.0 484.5 0.0
0.0 0.0 0.0 0.0 485.0 0.0
0.0 0.0 0.0 0.0 485.5 0.0
0.0 0.0 0.0 0.0 486.0 0.0
0.0 0.0 0.0 0.0 486.5 0.0
0.0 0.0 0.0 0.0 487.0 0.0
0.0 0.0 0.0 0.0 487.5 0.0
0.0 0.0 0.0 0.0 488.0 0.0
0.0 0.0 0.0 0.0 488.5 0.0
0.0 0.0 0.0 0.0 489.0 0.0
0.0 0.0 0.0 0.0 489.5 0.0
0.0 0.0 0.0 0.0 490.0 0.0
0.0 0.0 0.0 0.0 490.5 0.0
0.0 0.0 0.0 0.0 491.0 0.0
0.0 0.0 0.0 0.0 491.5 0.0
0.0 0.0 0.0 0.0 492.0 0.0
0.0 0.0 0.0 0.0 492.5 0.0
0.0 0.0 0.0 0.0 493.0 0.0
0.0 0.0 0.0 0.0 493.5 0.0
0.0 0.0 0.0 0.0 494.0 0.0
0.0 0.0 0.0 0.0 494.5 0.0
0.0 0.0 0.0 0.0 495.0 0.0
0.0 0.0 0.0 0.0 495.5 0.0
0.0 0.0 0.0 0.0 496.0 0.0
0.0 0.0 0.0 0.0 496.5 0.0
0.0 0.0 0.0 0.0 497.0 0.0
0.0 0.0 0.0 0.0 497.5 0.0
0.0 0.0 0.0 0.0 498.0 0.0
0.0 0.0 0.0 0.0 498.5 0.0
0.0 0.0 0.0 0.0 499.0 0.0
0.0 0.0 0.0 0.0 499.5 0.0
