d_oxide 27.1385608994351
d_Cr 12.0045081882702
d_gold 140.085054050314
l_tether 6.15699252838842
l_lipid1 14.3227020845953
l_lipid2 10.4945223924891
dl_lipid_gcrinse1 0.125269558010402
nf_tether 0.914453587700949
mult_tether 1.15817117378898
vf_bilayer 0.999771193924136
vf_bilayer_gcrinse1 0.999112772552033
fraction_rinse2 0.963889796755209
dp_on0 -5.08018692755215
dp_on1 -3.0411460131031
dp_on2 -0.795635069335647
dp_on3 -4.21815619677066
dp_on4 -5.39244018573827
dp_on5 2.07165524339043
dp_on6 -3.65269205349576
dp_on7 5.20460893426816
dp_on8 3.05367888205943
vf_on1 -0.000388032438721351
vf_on2 0.0243012193412938
vf_on3 0.0392613731348821
vf_on4 0.00276528066509467
vf_on5 0.0771453818074722
vf_on6 0.057724000404784
vf_on7 0.0134049690450054
frac2_on0 0.994131099540302
frac2_on1 0.131595733681778
frac2_on2 0.198736670207635
frac2_on3 0.462629684267791
frac2_on4 0.209619582294796
frac2_on5 0.119254915599886
frac2_on6 0.0251001206065209
frac2_on7 0.0991724640806507
rho_SiOx 3.33858816434842
rho_Cr 3.80619808359983
rho_Au 4.43663614249802
rho_solv_0 6.28762463860248
rho_solv_1 -0.53426429275032
rho_solv_2 -0.557353147004738
rho_solv_3 6.27999900375132
global_rough 3.83535194725321
rough_cr_au 9.15351977082056
sigma 4.46336922363305
thetaoffset0 -0.00133541877727692
background_0 -7.6127717506753
background_1 -5.66373077514838
background_2 -5.64104256585764
background_3 -7.59051691573969
