msigma median zaxis psigma 
0.0 0.0 48.5 9.3007946334e-05 
0.0 0.0 49.0 0.000202009337745 
0.0 0.0 49.5 0.000364985208182 
0.0 0.0 50.0 0.000587553214404 
0.0 0.0 50.5 0.000863200947029 
0.0 0.0 51.0 0.00121640145822 
0.0 0.0 51.5 0.00159581023468 
0.0 0.0 52.0 0.00203927665643 
0.0 6.83467670277e-05 52.5 0.00263621414785 
0.0 0.000186020191516 53.0 0.00319389844756 
0.0 0.000356818588291 53.5 0.00383450806527 
0.0 0.000634727795895 54.0 0.00454658897424 
0.0 0.000906368267317 54.5 0.00527715830673 
0.0 0.00119676174934 55.0 0.00614119463963 
0.0 0.00158556956644 55.5 0.00702977902251 
0.0 0.00199216583166 56.0 0.00788271712455 
0.0 0.00250321938851 56.5 0.00886552461754 
4.29470617267e-05 0.00315103751663 57.0 0.0101076035832 
0.000136059156257 0.00375325220756 57.5 0.0111384415039 
0.000334052080778 0.0045228579394 58.0 0.0124247377696 
0.000615505127996 0.00520394726273 58.5 0.0140478311666 
0.000890903351952 0.00606739443076 59.0 0.0152394454867 
0.00123418606673 0.00683729234628 59.5 0.0167593156857 
0.00166694504237 0.00789376896338 60.0 0.0183362927391 
0.0020510704368 0.00904273635456 60.5 0.0198910634612 
0.00262506580339 0.0103268199972 61.0 0.0217251111575 
0.00319787822387 0.0115148673018 61.5 0.0236915880028 
0.00379056459565 0.012976379488 62.0 0.025817414557 
0.00440168930231 0.0143109784834 62.5 0.0278481918869 
0.00511263621067 0.0160104264496 63.0 0.030396634193 
0.00606124563428 0.017809762602 63.5 0.0326935836863 
0.00685337849583 0.0192993544849 64.0 0.0350857804397 
0.00793503501391 0.0209940594372 64.5 0.0375678057679 
0.00906968428541 0.0229644494047 65.0 0.0401009895181 
0.0102121199123 0.0249138069347 65.5 0.0431632433593 
0.0112671590139 0.0270100110274 66.0 0.0459270106934 
0.0121893185893 0.0291565750757 66.5 0.0489745209954 
0.0138518433877 0.0313760553041 67.0 0.0517182986224 
0.0151875171013 0.0340283953771 67.5 0.0550075274129 
0.0164239480725 0.0365872365868 68.0 0.0580877732445 
0.0176539063681 0.0390159481135 68.5 0.0612699581977 
0.0189670319314 0.0413424144158 69.0 0.0644617549265 
0.0207148125045 0.0443838372407 69.5 0.0678956886327 
0.0223693303945 0.0471569142128 70.0 0.0720260049134 
0.0240676507814 0.0499158076603 70.5 0.0755419923825 
0.0258041208974 0.0527785932102 71.0 0.0794612189507 
0.0276122238138 0.0559473316858 71.5 0.0835501987343 
0.0295122812803 0.0597311778302 72.0 0.0875810819916 
0.0315384126679 0.0631667496281 72.5 0.0920750534255 
0.0337771464435 0.0662984892242 73.0 0.096492393769 
0.0360903917936 0.070096854505 73.5 0.101134543298 
0.0389626167336 0.0739896041278 74.0 0.10591037912 
0.0418694573933 0.0782085628598 74.5 0.110780884861 
0.0451072817853 0.0824932501321 75.0 0.115231475251 
0.0478997889327 0.086810122035 75.5 0.120232820359 
0.051264666482 0.0915172085508 76.0 0.125291980696 
0.0551246094946 0.0959191548748 76.5 0.13059502398 
0.0592977762684 0.10066889481 77.0 0.136047581464 
0.0637984118389 0.105714426824 77.5 0.141611787312 
0.0686358098191 0.11092467263 78.0 0.147057423492 
0.0736586268968 0.11609793343 78.5 0.153306890833 
0.0785412599769 0.121474535645 79.0 0.159951209589 
0.0832315193109 0.127370438529 79.5 0.166852361129 
0.0893214451465 0.133713689171 80.0 0.173375434302 
0.0955541299355 0.140458998146 80.5 0.180098549598 
0.10196089756 0.147026313526 81.0 0.187297788703 
0.108627225745 0.154104743435 81.5 0.195202670717 
0.115194359779 0.161369023572 82.0 0.202594903696 
0.122718962874 0.169115570413 82.5 0.210536273636 
0.131470456666 0.176810816999 83.0 0.218797921678 
0.140422899306 0.185484732555 83.5 0.227124897019 
0.150161459059 0.194652839945 84.0 0.23562495207 
0.159646488119 0.203921702217 84.5 0.244370443282 
0.169843431968 0.213577193842 85.0 0.253605062937 
0.179373941479 0.223751012429 85.5 0.264007931697 
0.189183010234 0.233226402886 86.0 0.273639883692 
0.201036765721 0.243846517627 86.5 0.283806806508 
0.212584454068 0.254604560754 87.0 0.294251370156 
0.224840131391 0.265982272572 87.5 0.304763290982 
0.237167378076 0.276671413504 88.0 0.31501245298 
0.249438487222 0.288287681694 88.5 0.326083051335 
0.262688969569 0.299822898817 89.0 0.337512047529 
0.275815268622 0.311757097838 89.5 0.349856340138 
0.289065531091 0.324333402644 90.0 0.361097212659 
0.302825379033 0.337216823807 90.5 0.373669799959 
0.316125617084 0.349981217948 91.0 0.386029957683 
0.330746629386 0.363305062932 91.5 0.398912259601 
0.34453433091 0.376803775263 92.0 0.411970829165 
0.357476249553 0.390364377657 92.5 0.42530068155 
0.371530600227 0.404616546027 93.0 0.439454792919 
0.385460223054 0.418231457456 93.5 0.453438319363 
0.400349651844 0.432394345651 94.0 0.467240081388 
0.413762108622 0.445538320934 94.5 0.480213071895 
0.427646766313 0.459780538024 95.0 0.494554159527 
0.442083342167 0.473506131651 95.5 0.508226220792 
0.456588295375 0.486809896283 96.0 0.522056545647 
0.470727485004 0.500815890816 96.5 0.536489468194 
0.483836507878 0.515103808805 97.0 0.549454940622 
0.497971106919 0.52901215522 97.5 0.561882881099 
0.511535949321 0.542979288738 98.0 0.575988935077 
0.525639668191 0.556691431904 98.5 0.589546209114 
0.539961954003 0.570078332118 99.0 0.60376282795 
0.552713309616 0.583264138523 99.5 0.617620784656 
0.565393251706 0.596494426876 100.0 0.631035708342 
0.577910808401 0.60907965802 100.5 0.643840103613 
0.589986164721 0.62142874123 101.0 0.655414181919 
0.601591013401 0.632996548873 101.5 0.667660753163 
0.612687805965 0.644436540349 102.0 0.678627980059 
0.623269720113 0.655292779867 102.5 0.689275996724 
0.633606778556 0.665898918802 103.0 0.700883780767 
0.643938867084 0.676093624122 103.5 0.710539650957 
0.654036706323 0.6862768304 104.0 0.719825579227 
0.663354480274 0.695520525667 104.5 0.730176573232 
0.672517537754 0.704344737741 105.0 0.737736442737 
0.681759516047 0.712273189522 105.5 0.74537814191 
0.690191807666 0.720368867921 106.0 0.753142012967 
0.698101583941 0.727452031151 106.5 0.759607861991 
0.705350477796 0.734055734606 107.0 0.766845081079 
0.711711434906 0.740118915638 107.5 0.773010631144 
0.718831535697 0.746124878405 108.0 0.778750663003 
0.724806455943 0.751664094188 108.5 0.78324464301 
0.730671921964 0.757322153746 109.0 0.788279675077 
0.73683424435 0.76256262193 109.5 0.792775237865 
0.741970291517 0.767545997703 110.0 0.797250519574 
0.746632491722 0.772536677893 110.5 0.801253545076 
0.751101076069 0.777056146544 111.0 0.804463981873 
0.75620657529 0.781178401434 111.5 0.808163307514 
0.760086094726 0.785208979933 112.0 0.811493068314 
0.764050137326 0.788565687375 112.5 0.81536170831 
0.76748956426 0.791982574013 113.0 0.818767309565 
0.771505993484 0.795582310073 113.5 0.821652737801 
0.775324042364 0.799109259409 114.0 0.824625505947 
0.779377585225 0.802599363922 114.5 0.827789090422 
0.782503074149 0.805573754635 115.0 0.830747495407 
0.785806450602 0.808690535072 115.5 0.833605722571 
0.789044738121 0.811952326912 116.0 0.836608817301 
0.792405445329 0.815299722579 116.5 0.839338358668 
0.796076394618 0.818622699579 117.0 0.841895559085 
0.799756004206 0.821887683745 117.5 0.844660779111 
0.803248864571 0.824810552327 118.0 0.847551495651 
0.807041906487 0.827717280768 118.5 0.850433897738 
0.810130351613 0.830848457636 119.0 0.853410937546 
0.81353128122 0.833900335163 119.5 0.85638912603 
0.817032438691 0.837211208297 120.0 0.859256803736 
0.820063276572 0.840203847295 120.5 0.86205124171 
0.823398295581 0.843181191363 121.0 0.864830356625 
0.826666037246 0.846325826911 121.5 0.867939876928 
0.829862784007 0.849287166924 122.0 0.870727456036 
0.833320589544 0.85236841463 122.5 0.873432188947 
0.836533937756 0.855373678936 123.0 0.876202207798 
0.839871853752 0.858585053269 123.5 0.878906929849 
0.843017523619 0.86133898149 124.0 0.881578319333 
0.846168569217 0.864405791684 124.5 0.884299430092 
0.849690117331 0.867566213068 125.0 0.887325449734 
0.853023612206 0.870635203252 125.5 0.890352970973 
0.856672529936 0.873760736215 126.0 0.893028121686 
0.86068887753 0.876929994416 126.5 0.895609831778 
0.864045311739 0.880057742396 127.0 0.898195976676 
0.867441759413 0.883080089551 127.5 0.901134607666 
0.871154244023 0.886149819098 128.0 0.90414357578 
0.874579741441 0.889196265385 128.5 0.907201998669 
0.878094253077 0.892368950873 129.0 0.909786336145 
0.88143631822 0.895294685123 129.5 0.912432268587 
0.885034038205 0.898536681063 130.0 0.915178634052 
0.888460727377 0.901693275407 130.5 0.918019461448 
0.891866763465 0.904990723262 131.0 0.921006043607 
0.895107852651 0.908190985487 131.5 0.924220974264 
0.898337727663 0.911183680248 132.0 0.927208814013 
0.901641814294 0.914167651759 132.5 0.930131418949 
0.904925882425 0.917265798198 133.0 0.932896011401 
0.908173798758 0.920533392314 133.5 0.935431140591 
0.911388580442 0.923592615065 134.0 0.938359877868 
0.914646496895 0.926783602487 134.5 0.940976342753 
0.917828161365 0.929772598433 135.0 0.943724514439 
0.920911604685 0.932761895683 135.5 0.946378101685 
0.924022785001 0.935651214867 136.0 0.949060315998 
0.927081941405 0.938447481655 136.5 0.951691975407 
0.930007018471 0.941266440102 137.0 0.954274222967 
0.933010148175 0.943934589232 137.5 0.956933683274 
0.936099128707 0.94678225746 138.0 0.959561920618 
0.93893193345 0.949563520054 138.5 0.961850538776 
0.941816727406 0.952168592696 139.0 0.964391269194 
0.944587456438 0.954755075267 139.5 0.967002205983 
0.947422093751 0.957225513645 140.0 0.969141556426 
0.950059499748 0.959738210133 140.5 0.971620328925 
0.952600287153 0.962274486709 141.0 0.973813348816 
0.955094710673 0.964624133765 141.5 0.976011283627 
0.957688637323 0.966872122518 142.0 0.97845080532 
0.960362546204 0.96889205711 142.5 0.980253570317 
0.962990966467 0.970854343146 143.0 0.982164647161 
0.965364159139 0.972926013495 143.5 0.983993688198 
0.967659916952 0.974991512326 144.0 0.98577662444 
0.969943469566 0.976925277232 144.5 0.987452645634 
0.972082766535 0.978734707471 145.0 0.989157224683 
0.974176106542 0.980528533002 145.5 0.990539606021 
0.976096234222 0.982298843859 146.0 0.991989659432 
0.977912419735 0.983926274545 146.5 0.993304298732 
0.979630305075 0.985419805777 147.0 0.994511950519 
0.98127330555 0.986854834439 147.5 0.995436345171 
0.982855695337 0.988256894746 148.0 0.99619672318 
0.984384136036 0.98959181758 148.5 0.997024023896 
0.98586934523 0.990869291839 149.0 0.997748468191 
0.987229266502 0.991892439 149.5 0.998376562119 
0.988608420325 0.993023272884 150.0 0.998900582404 
0.989942312175 0.994066454719 150.5 0.99934344454 
0.991136331089 0.99505401718 151.0 0.999677583166 
0.992232976649 0.995780276985 151.5 0.999900571747 
0.993245277494 0.996579868003 152.0 0.999998561485 
0.994184114924 0.99724553287 152.5 1.0 
0.995060162835 0.997837000244 153.0 1.0 
0.995861179134 0.998383287818 153.5 1.0 
0.996590137884 0.99881452044 154.0 1.0 
0.997264013153 0.999179372789 154.5 1.0 
0.997787230918 0.999473001098 155.0 1.0 
0.998293609247 0.999702800514 155.5 1.0 
0.998715854746 0.99987815902 156.0 1.0 
0.999108773872 0.999977539795 156.5 1.0 
0.999421294117 1.0 157.0 1.0 
0.999663055136 1.0 157.5 1.0 
0.999840751489 1.0 158.0 1.0 
0.999954417827 1.0 158.5 1.0 
1.0 1.0 159.0 1.0 
1.0 1.0 159.5 1.0 
1.0 1.0 160.0 1.0 
1.0 1.0 160.5 1.0 
1.0 1.0 161.0 1.0 
1.0 1.0 161.5 1.0 
1.0 1.0 162.0 1.0 
1.0 1.0 162.5 1.0 
1.0 1.0 163.0 1.0 
1.0 1.0 163.5 1.0 
1.0 1.0 164.0 1.0 
1.0 1.0 164.5 1.0 
1.0 1.0 165.0 1.0 
1.0 1.0 165.5 1.0 
1.0 1.0 166.0 1.0 
1.0 1.0 166.5 1.0 
1.0 1.0 167.0 1.0 
1.0 1.0 167.5 1.0 
1.0 1.0 168.0 1.0 
1.0 1.0 168.5 1.0 
1.0 1.0 169.0 1.0 
1.0 1.0 169.5 1.0 
1.0 1.0 170.0 1.0 
1.0 1.0 170.5 1.0 
1.0 1.0 171.0 1.0 
1.0 1.0 171.5 1.0 
1.0 1.0 172.0 1.0 
1.0 1.0 172.5 1.0 
1.0 1.0 173.0 1.0 
1.0 1.0 173.5 1.0 
1.0 1.0 174.0 1.0 
1.0 1.0 174.5 1.0 
1.0 1.0 175.0 1.0 
1.0 1.0 175.5 1.0 
1.0 1.0 176.0 1.0 
1.0 1.0 176.5 1.0 
1.0 1.0 177.0 1.0 
1.0 1.0 177.5 1.0 
1.0 1.0 178.0 1.0 
1.0 1.0 178.5 1.0 
1.0 1.0 179.0 1.0 
1.0 1.0 179.5 1.0 
1.0 1.0 180.0 1.0 
1.0 1.0 180.5 1.0 
1.0 1.0 181.0 1.0 
1.0 1.0 181.5 1.0 
1.0 1.0 182.0 1.0 
1.0 1.0 182.5 1.0 
1.0 1.0 183.0 1.0 
1.0 1.0 183.5 1.0 
1.0 1.0 184.0 1.0 
1.0 1.0 184.5 1.0 
1.0 1.0 185.0 1.0 
1.0 1.0 185.5 1.0 
1.0 1.0 186.0 1.0 
1.0 1.0 186.5 1.0 
1.0 1.0 187.0 1.0 
1.0 1.0 187.5 1.0 
1.0 1.0 188.0 1.0 
1.0 1.0 188.5 1.0 
1.0 1.0 189.0 1.0 
1.0 1.0 189.5 1.0 
1.0 1.0 190.0 1.0 
1.0 1.0 190.5 1.0 
1.0 1.0 191.0 1.0 
1.0 1.0 191.5 1.0 
1.0 1.0 192.0 1.0 
1.0 1.0 192.5 1.0 
1.0 1.0 193.0 1.0 
1.0 1.0 193.5 1.0 
1.0 1.0 194.0 1.0 
1.0 1.0 194.5 1.0 
1.0 1.0 195.0 1.0 
1.0 1.0 195.5 1.0 
1.0 1.0 196.0 1.0 
1.0 1.0 196.5 1.0 
1.0 1.0 197.0 1.0 
1.0 1.0 197.5 1.0 
1.0 1.0 198.0 1.0 
1.0 1.0 198.5 1.0 
1.0 1.0 199.0 1.0 
1.0 1.0 199.5 1.0 
1.0 1.0 200.0 1.0 
1.0 1.0 200.5 1.0 
1.0 1.0 201.0 1.0 
1.0 1.0 201.5 1.0 
1.0 1.0 202.0 1.0 
1.0 1.0 202.5 1.0 
1.0 1.0 203.0 1.0 
1.0 1.0 203.5 1.0 
1.0 1.0 204.0 1.0 
1.0 1.0 204.5 1.0 
1.0 1.0 205.0 1.0 
1.0 1.0 205.5 1.0 
1.0 1.0 206.0 1.0 
1.0 1.0 206.5 1.0 
1.0 1.0 207.0 1.0 
1.0 1.0 207.5 1.0 
1.0 1.0 208.0 1.0 
1.0 1.0 208.5 1.0 
1.0 1.0 209.0 1.0 
1.0 1.0 209.5 1.0 
1.0 1.0 210.0 1.0 
1.0 1.0 210.5 1.0 
1.0 1.0 211.0 1.0 
1.0 1.0 211.5 1.0 
1.0 1.0 212.0 1.0 
1.0 1.0 212.5 1.0 
1.0 1.0 213.0 1.0 
1.0 1.0 213.5 1.0 
1.0 1.0 214.0 1.0 
1.0 1.0 214.5 1.0 
1.0 1.0 215.0 1.0 
1.0 1.0 215.5 1.0 
1.0 1.0 216.0 1.0 
1.0 1.0 216.5 1.0 
1.0 1.0 217.0 1.0 
1.0 1.0 217.5 1.0 
1.0 1.0 218.0 1.0 
1.0 1.0 218.5 1.0 
1.0 1.0 219.0 1.0 
1.0 1.0 219.5 1.0 
1.0 1.0 220.0 1.0 
1.0 1.0 220.5 1.0 
1.0 1.0 221.0 1.0 
1.0 1.0 221.5 1.0 
1.0 1.0 222.0 1.0 
1.0 1.0 222.5 1.0 
1.0 1.0 223.0 1.0 
1.0 1.0 223.5 1.0 
1.0 1.0 224.0 1.0 
1.0 1.0 224.5 1.0 
