p2sigma m2sigma msigma psigma zaxis mean 
0.001368934 0.0 0.0 0.0 176.5 0.0 
0.000144 0.0 0.0 0.0 177.0 0.0 
0.0 0.0 0.0 0.0 177.5 0.0 
0.0 0.0 0.0 0.0 178.0 0.0 
0.0 0.0 0.0 0.0 178.5 0.0 
0.0 0.0 0.0 0.0 179.0 0.0 
0.0 0.0 0.0 0.0 179.5 0.0 
0.0 0.0 0.0 0.0 180.0 0.0 
0.0 0.0 0.0 0.0 180.5 0.0 
0.0 0.0 0.0 0.0 181.0 0.0 
0.0 0.0 0.0 0.0 181.5 0.0 
0.0 0.0 0.0 0.0 182.0 0.0 
0.0 0.0 0.0 0.0 182.5 0.0 
0.0 0.0 0.0 0.0 183.0 0.0 
0.0 0.0 0.0 0.0 183.5 0.0 
0.0 0.0 0.0 0.0 184.0 0.0 
0.0 0.0 0.0 0.0 184.5 0.0 
0.0 0.0 0.0 0.0 185.0 0.0 
0.0 0.0 0.0 0.0 185.5 0.0 
0.0 0.0 0.0 0.0 186.0 0.0 
0.0 0.0 0.0 0.0 186.5 0.0 
0.0 0.0 0.0 0.0 187.0 0.0 
0.0 0.0 0.0 0.0 187.5 0.0 
0.0 0.0 0.0 0.0 188.0 0.0 
0.0 0.0 0.0 0.0 188.5 0.0 
0.0 0.0 0.0 0.0 189.0 0.0 
0.0 0.0 0.0 0.0 189.5 0.0 
0.0 0.0 0.0 0.0 190.0 0.0 
0.0 0.0 0.0 0.0 190.5 0.0 
0.0 0.0 0.0 0.0 191.0 0.0 
0.0 0.0 0.0 0.0 191.5 0.0 
0.0 0.0 0.0 0.0 192.0 0.0 
0.0 0.0 0.0 0.0 192.5 0.0 
0.0 0.0 0.0 0.0 193.0 0.0 
0.0 0.0 0.0 0.0 193.5 0.0 
0.0 0.0 0.0 0.0 194.0 0.0 
0.0 0.0 0.0 0.0 194.5 0.0 
0.0 0.0 0.0 0.0 195.0 0.0 
0.0 0.0 0.0 0.0 195.5 0.0 
0.0 0.0 0.0 0.0 196.0 0.0 
0.0 0.0 0.0 0.0 196.5 0.0 
0.0 0.0 0.0 0.0 197.0 0.0 
0.0 0.0 0.0 0.0 197.5 0.0 
0.0 0.0 0.0 0.0 198.0 0.0 
0.0 0.0 0.0 0.0 198.5 0.0 
0.0 0.0 0.0 0.0 199.0 0.0 
0.0 0.0 0.0 0.0 199.5 0.0 
0.0 0.0 0.0 0.0 200.0 0.0 
0.0 0.0 0.0 0.0 200.5 0.0 
0.0 0.0 0.0 0.0 201.0 0.0 
0.0 0.0 0.0 0.0 201.5 0.0 
0.0 0.0 0.0 0.0 202.0 0.0 
0.0 0.0 0.0 0.0 202.5 0.0 
0.0 0.0 0.0 0.0 203.0 0.0 
0.0 0.0 0.0 0.0 203.5 0.0 
0.0 0.0 0.0 0.0 204.0 0.0 
0.0 0.0 0.0 0.0 204.5 0.0 
0.0 0.0 0.0 0.0 205.0 0.0 
0.0 0.0 0.0 0.0 205.5 0.0 
0.0 0.0 0.0 0.0 206.0 0.0 
0.0 0.0 0.0 0.0 206.5 0.0 
0.0 0.0 0.0 0.0 207.0 0.0 
0.0 0.0 0.0 0.0 207.5 0.0 
0.0 0.0 0.0 0.0 208.0 0.0 
0.0 0.0 0.0 0.0 208.5 0.0 
0.0 0.0 0.0 0.0 209.0 0.0 
0.0 0.0 0.0 0.0 209.5 0.0 
0.0 0.0 0.0 0.0 210.0 0.0 
0.0 0.0 0.0 0.0 210.5 0.0 
0.0 0.0 0.0 0.0 211.0 0.0 
0.0 0.0 0.0 0.0 211.5 0.0 
0.0 0.0 0.0 0.0 212.0 0.0 
0.0 0.0 0.0 0.0 212.5 0.0 
0.0 0.0 0.0 0.0 213.0 0.0 
0.0 0.0 0.0 0.0 213.5 0.0 
0.0 0.0 0.0 0.0 214.0 0.0 
0.0 0.0 0.0 0.0 214.5 0.0 
0.0 0.0 0.0 0.0 215.0 0.0 
0.0 0.0 0.0 0.0 215.5 0.0 
0.0 0.0 0.0 0.0 216.0 0.0 
0.0 0.0 0.0 0.0 216.5 0.0 
0.0 0.0 0.0 0.0 217.0 0.0 
0.0 0.0 0.0 0.0 217.5 0.0 
0.0 0.0 0.0 0.0 218.0 0.0 
0.0 0.0 0.0 0.0 218.5 0.0 
0.0 0.0 0.0 0.0 219.0 0.0 
0.0 0.0 0.0 0.0 219.5 0.0 
0.0 0.0 0.0 0.0 220.0 0.0 
0.0 0.0 0.0 0.0 220.5 0.0 
0.0 0.0 0.0 0.0 221.0 0.0 
0.0 0.0 0.0 0.0 221.5 0.0 
0.0 0.0 0.0 0.0 222.0 0.0 
0.0 0.0 0.0 0.0 222.5 0.0 
0.0 0.0 0.0 0.0 223.0 0.0 
0.0 0.0 0.0 0.0 223.5 0.0 
0.0 0.0 0.0 0.0 224.0 0.0 
0.0 0.0 0.0 0.0 224.5 0.0 
0.0 0.0 0.0 0.0 225.0 0.0 
0.0 0.0 0.0 0.0 225.5 0.0 
0.0 0.0 0.0 0.0 226.0 0.0 
0.0 0.0 0.0 0.0 226.5 0.0 
0.0 0.0 0.0 0.0 227.0 0.0 
0.0 0.0 0.0 0.0 227.5 0.0 
0.0 0.0 0.0 0.0 228.0 0.0 
0.0 0.0 0.0 0.0 228.5 0.0 
0.0 0.0 0.0 0.0 229.0 0.0 
0.0 0.0 0.0 0.0 229.5 0.0 
0.0 0.0 0.0 0.0 230.0 0.0 
0.0 0.0 0.0 0.0 230.5 0.0 
0.0 0.0 0.0 0.0 231.0 0.0 
0.0 0.0 0.0 0.0 231.5 0.0 
0.0 0.0 0.0 0.0 232.0 0.0 
0.0 0.0 0.0 0.0 232.5 0.0 
0.0 0.0 0.0 0.0 233.0 0.0 
0.0 0.0 0.0 0.0 233.5 0.0 
0.0 0.0 0.0 0.0 234.0 0.0 
0.0 0.0 0.0 0.0 234.5 0.0 
0.0 0.0 0.0 0.0 235.0 0.0 
0.0 0.0 0.0 0.0 235.5 0.0 
0.0 0.0 0.0 0.0 236.0 0.0 
0.0 0.0 0.0 0.0 236.5 0.0 
0.0 0.0 0.0 0.0 237.0 0.0 
0.0 0.0 0.0 0.0 237.5 0.0 
0.0 0.0 0.0 0.0 238.0 0.0 
