# KRas_zaxis KRas_area KRas_msigma_area KRas_psigma_area
4.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.950000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.050000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.150000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.350000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.450000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.550000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.950000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.050000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.150000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.350000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.450000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.550000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.950000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.050000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.150000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.350000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.450000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.550000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.950000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.050000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.150000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.350000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.450000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.550000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.950000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.050000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.150000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.350000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.450000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.601708629387329486e-03
9.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.984024850544743257e-03
9.550000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.349480283402096359e-01
9.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.933561313795041925e-01
9.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.502731590479871260e-01
9.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.767259524585441444e-01
9.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.001843861118712820e+00
9.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.225087542399557528e+00
9.850000000000000000e+01 1.857851124733335413e-02 0.000000000000000000e+00 1.435124235281662664e+00
9.900000000000000000e+01 4.952487882060721547e-02 0.000000000000000000e+00 1.681241962138373847e+00
9.950000000000000000e+01 6.356629455738102563e-02 0.000000000000000000e+00 2.100118378618774262e+00
1.000000000000000000e+02 1.654279566519264999e-01 0.000000000000000000e+00 2.491035711035435973e+00
1.005000000000000000e+02 2.064055006900875067e-01 0.000000000000000000e+00 2.772182572725128580e+00
1.010000000000000000e+02 4.356472553966894701e-01 0.000000000000000000e+00 3.012234297934598626e+00
1.015000000000000000e+02 7.453171081061910064e-01 0.000000000000000000e+00 3.245158495173618984e+00
1.020000000000000000e+02 8.058285353705394449e-01 1.420117278829081120e-01 3.470201503208747429e+00
1.025000000000000000e+02 8.639085917933143621e-01 2.082406933575658703e-01 3.902691113151679936e+00
1.030000000000000000e+02 9.848216932648546917e-01 2.356186675597082558e-01 4.610201578711071058e+00
1.035000000000000000e+02 1.195579434128637430e+00 2.634538240340065784e-01 5.139814227235831368e+00
1.040000000000000000e+02 1.435683884424963308e+00 2.917487924620393858e-01 5.638322039157065646e+00
1.045000000000000000e+02 1.716376106348199038e+00 3.205062025253852531e-01 5.925738556986678951e+00
1.050000000000000000e+02 1.986254675442162165e+00 3.497286839056228391e-01 6.160892181901158615e+00
1.055000000000000000e+02 2.173579825703371160e+00 3.721045495839028772e-01 6.376388692632542821e+00
1.060000000000000000e+02 2.325923911070063799e+00 3.933621111797137582e-01 6.571405460821294398e+00
1.065000000000000000e+02 2.473204067581955101e+00 4.145428458367128033e-01 6.745119858107874400e+00
1.070000000000000000e+02 2.615291906842774239e+00 4.356355260704790067e-01 6.896709256132740329e+00
1.075000000000000000e+02 2.752059040456251715e+00 4.566289243965913625e-01 7.025595767271933134e+00
1.080000000000000000e+02 2.883377080026118477e+00 4.775118133306288648e-01 7.138369667493227766e+00
1.085000000000000000e+02 3.009117637156103253e+00 5.008696471539917372e-01 7.238033084650512095e+00
1.090000000000000000e+02 3.129152323449935658e+00 5.328513702865110835e-01 7.324234223822564616e+00
1.095000000000000000e+02 3.170095137942788632e+00 5.656091096727666745e-01 7.473532999776681507e+00
1.100000000000000000e+02 3.212210790690273932e+00 5.991057097280562127e-01 7.601395838044154196e+00
1.105000000000000000e+02 3.275015659512210853e+00 6.493138824365772832e-01 7.698017000340341198e+00
1.110000000000000000e+02 3.329048795642532088e+00 7.019546665260055773e-01 7.759854668354137175e+00
1.115000000000000000e+02 3.374025268351102724e+00 7.564261971716765842e-01 7.700098562172914107e+00
1.120000000000000000e+02 3.409660146907787848e+00 8.126712587957619638e-01 7.564558133305594012e+00
1.125000000000000000e+02 3.435668500582451657e+00 8.706326358204337090e-01 7.396309843467487433e+00
1.130000000000000000e+02 3.451850524451914204e+00 9.186375951601939427e-01 7.199418156548615499e+00
1.135000000000000000e+02 3.458202631789226267e+00 9.563242669023779285e-01 6.981472742948578336e+00
1.140000000000000000e+02 3.454729918555078605e+00 9.852051119141014279e-01 6.745484136059849867e+00
1.145000000000000000e+02 3.443839428929399649e+00 9.864449284226785020e-01 6.494315638116955114e+00
1.150000000000000000e+02 3.427482113926731078e+00 9.869940374865086019e-01 6.353854952061063877e+00
1.155000000000000000e+02 3.406070829711282943e+00 9.869402942393969980e-01 6.308370103551201424e+00
1.160000000000000000e+02 3.342837202615219994e+00 9.864380837295165794e-01 6.253096573850649875e+00
1.165000000000000000e+02 3.321683549249495826e+00 9.918253101832306129e-01 6.188735688613567376e+00
1.170000000000000000e+02 3.296869471513637961e+00 1.006683632990238442e+00 6.247507614082853600e+00
1.175000000000000000e+02 3.185284402492072786e+00 9.932335164266056227e-01 6.331706100183482455e+00
1.180000000000000000e+02 3.012788040337582629e+00 9.728628502045090221e-01 6.187616116708658076e+00
1.185000000000000000e+02 3.048166669672091267e+00 1.002848670778366591e+00 5.774762599631646509e+00
1.190000000000000000e+02 2.981007742984866038e+00 9.714002271270114619e-01 5.485722245005548281e+00
1.195000000000000000e+02 2.867533606642861166e+00 9.949041681628633116e-01 5.322037292000247888e+00
1.200000000000000000e+02 2.880837272202654731e+00 9.610355586475840539e-01 5.344002536939772341e+00
1.205000000000000000e+02 2.892078516665875565e+00 9.724473127730218769e-01 5.365835581629845308e+00
1.210000000000000000e+02 2.850582256280974836e+00 8.719133523973203737e-01 5.346398988097844196e+00
1.215000000000000000e+02 2.755109863376751456e+00 8.130725923504558139e-01 5.409522163172368892e+00
1.220000000000000000e+02 2.634725752699645263e+00 8.055692587007411420e-01 5.283725611199134420e+00
1.225000000000000000e+02 2.631106495370099552e+00 8.007355028590862345e-01 4.964361264524049133e+00
1.230000000000000000e+02 2.600524938987553103e+00 7.962238944217810976e-01 4.904139481522492794e+00
1.235000000000000000e+02 2.647270494722542722e+00 7.921250696835619998e-01 4.904280185897065714e+00
1.240000000000000000e+02 2.626294477797244120e+00 7.101013998441377817e-01 4.897393018996130110e+00
1.245000000000000000e+02 2.496418628410153939e+00 6.814049850205143866e-01 4.880013317726208832e+00
1.250000000000000000e+02 2.334905253968698080e+00 5.810779913376799000e-01 4.713375011194331776e+00
1.255000000000000000e+02 2.303797683522937234e+00 5.968216258150863540e-01 4.539061353525324805e+00
1.260000000000000000e+02 2.292019674993658107e+00 6.080604269162750430e-01 4.598811155063500244e+00
1.265000000000000000e+02 2.311711644011441358e+00 5.921762949166820000e-01 4.604591444156472591e+00
1.270000000000000000e+02 2.304297583635424473e+00 5.781795129576103864e-01 4.602959043710623810e+00
1.275000000000000000e+02 2.235281482573482137e+00 5.805025708464970347e-01 4.799169906231665728e+00
1.280000000000000000e+02 2.142387939337876190e+00 5.530566031835946195e-01 4.975761191587698029e+00
1.285000000000000000e+02 2.070004331161892530e+00 5.570637218378156064e-01 5.136629645432281066e+00
1.290000000000000000e+02 2.030666619153048913e+00 5.669948821687377238e-01 5.308178694252573493e+00
1.295000000000000000e+02 2.077148101537271252e+00 5.700989758596967105e-01 5.388130321625639318e+00
1.300000000000000000e+02 2.015859104101402455e+00 5.894570389552449274e-01 5.444699542399521697e+00
1.305000000000000000e+02 2.101587558360430208e+00 6.337127873721607463e-01 5.486296321886869443e+00
1.310000000000000000e+02 2.071977225999128258e+00 6.520958823790427017e-01 5.513268732669511785e+00
1.315000000000000000e+02 1.961028349807788285e+00 6.984143185142627219e-01 5.606118424149299173e+00
1.320000000000000000e+02 1.848719526150192971e+00 7.871419105634391844e-01 5.850386999433619728e+00
1.325000000000000000e+02 1.969764245123400981e+00 8.225114711060830253e-01 5.998019401001406514e+00
1.330000000000000000e+02 2.340472481011467210e+00 8.148407151110994562e-01 5.953480978380366828e+00
1.335000000000000000e+02 2.514531860368925287e+00 8.100111213741996163e-01 6.473142966375866614e+00
1.340000000000000000e+02 2.535225734834531508e+00 8.532504052529221727e-01 6.963320192847749723e+00
1.345000000000000000e+02 2.564914861529174139e+00 8.998605289207225466e-01 7.338999131703300982e+00
1.350000000000000000e+02 2.558443251515186034e+00 9.496209614186781334e-01 7.786616840675397277e+00
1.355000000000000000e+02 2.590158770302643632e+00 9.402849276431037850e-01 8.350901909320469940e+00
1.360000000000000000e+02 2.588478267821019863e+00 8.640940656026437905e-01 8.834700131648100196e+00
1.365000000000000000e+02 2.603667007278647638e+00 7.933075006245177141e-01 9.201357610581906599e+00
1.370000000000000000e+02 2.618944569669289457e+00 7.284418171019950705e-01 9.377000494604772030e+00
1.375000000000000000e+02 2.637372470438471339e+00 6.718807508529992534e-01 9.507173990345766157e+00
1.380000000000000000e+02 2.747342328398518774e+00 6.398630257190248694e-01 9.611059542108783660e+00
1.385000000000000000e+02 2.862043803558506738e+00 6.097286080786019635e-01 9.685964781940478829e+00
1.390000000000000000e+02 2.838692727662223803e+00 5.913398149147680583e-01 9.729197341887504180e+00
1.395000000000000000e+02 2.872582967131478426e+00 5.652490611562033251e-01 9.738320399433803232e+00
1.400000000000000000e+02 2.882389001968871600e+00 5.945180997531535061e-01 9.717104616762778591e+00
1.405000000000000000e+02 2.851911179489118098e+00 5.895399408049296630e-01 9.853866518877039127e+00
1.410000000000000000e+02 2.854693701934448491e+00 5.554835709681642530e-01 1.011285479500122797e+01
1.415000000000000000e+02 2.904238528137979003e+00 5.569287884203554251e-01 1.032435962528609075e+01
1.420000000000000000e+02 2.863876093994972116e+00 6.088403929215128185e-01 1.029041157268998496e+01
1.425000000000000000e+02 2.818188904595841038e+00 6.264452043507138246e-01 1.023621178980338975e+01
1.430000000000000000e+02 2.767773080049404477e+00 6.903591387618345232e-01 1.017782688400648361e+01
1.435000000000000000e+02 2.710288113503862117e+00 7.087815510048592893e-01 1.011069668675611766e+01
1.440000000000000000e+02 2.644334121389801062e+00 7.366937182732915534e-01 1.002078241069794018e+01
1.445000000000000000e+02 2.756550448152291555e+00 7.710184783860395408e-01 9.908602092254694682e+00
